name,ID,country,geodetic_measurements,deformation_observation,duration_of_observation,characteristics_of_deformation,latitude,longitude,measurement_methods,inferred_causes,references,Area,frames
Segererua Plateau,222050,Kenya,No,Yes,,"<p>This collection of basaltic cones and maars have never been studied using geodesy.</p>
",1.57,37.9,No measurements,,['NASA Landsat7 image (worldwind.arc.nasa.gov)'],Africa and Red Sea,
Segererua Plateau,222050,Kenya,No,,,"<p><span style=""color: #625647;"">Segererua Plateau is an collection of &#8220;a large number&#8221; of late-Pleistocene to Holocene basaltic cones, lava flows, and maars. No geodetic measurements have been recorded at this volcano. The date of the last known eruption is unknown. </span></p>
",1.57,37.9,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://volcano.si.edu/volcano.cfm?vn=222050'],Africa and Red Sea,
Seguam,311180,United States,Yes,Yes,1992 - 2007,"<p>There are two centers of deformation on Seguam island. The caldera on the western half of the island is characterised by a constant subsidence rate of 1.5 cm/yr. Deformation on the eastern half of the island is variable in time alternating between periods of uplift and subsidence. During 1993, coeruptive interferograms show uplift at a rate of ~5 cm/yr. Subsidence then occurred between late 1993 &#8211; late 2008 at a rate of ~1.6 cm/yr. Until September 2000, uplift resumed at an average rate of ~2 cm/yr. Between September 2000 and July 2005, the volcano again subsided at ~1.4 cm/yr and finally from July 2005 &#8211; 2007, the volcano uplifted at ~0.8 cm/yr.<br />
Both the eastern and western sources are modelled as point sources. In the west, the source is located at at ~2 km depth and volume decrease occurs at a rate of 0.0001 km³/yr. This subsidence is attributed to thermoelastic contraction of young lava flows plus cooling and degassing of magma stored beneath the caldera. Deformation in the east is thought to involve a persistent subsidence source located at ~2 km depth (volume change 0.0001 &#8211; 0.0002 km³/yr) plus an episodic uplift source at ~5.5 km depth (volume change 0.001 &#8211; 0.003 km³/yr). This uplift component is interpreted to be an upper crustal magma reservoir that is episodically replenished. Cooling and degassing of magma in the shallow part of the reservoir then contributes to localised subsidence of the caldera between intrusions such that when intrusion rate is low, the net displacement is downward.</p>
",52.315,-172.51,InSAR,,"['Price, E. J. (2004). Dynamic deformation of Seguam Island, Aleutian Islands, Alaska, 1993–2000: Implications for magmatic and hydrothermal processes. Journal of Geophysical Research, 109(4), 15. doi:10.1029/2003JB002671.', 'Masterlark, T., & Lu, Z. (2004). Transient volcano deformation sources imaged with InSAR—application to Seguam island. Journal of Geophysical Research, 109, B01401. doi:10.1029/ 2003JB002568.', 'Lee, C. W., Lu, Z., Won, J. S., Jung, H. S., & Dzurisin, D. (2013). Dynamic deformation of Seguam Island, Alaska, 1992–2008, from multi-interferogram InSAR processing. Journal of Volcanology and Geothermal Research, 260, 43–51.', 'Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Seguam']",Alaska,"[{'id': '015D_03736_040402', 'track': '15'}]"
Segula,311030,United States,Yes,No,2004 - 2009,,52.015,178.136,InSAR,,"['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Segula']",Alaska,"[{'id': '103D_03792_030102', 'track': '103'}]"
Sekincau Belirang,261260,Sumatra,No,,,,-5.107,104.317,No measurements,,"['Global Volcanism Program, 2013. Sekincau Belirang (261260) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261260). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013']",Indonesia,"[{'id': '120D_09443_131313', 'track': '120'}, {'id': '171A_09402_131313', 'track': '171'}, {'id': '171A_09577_041013', 'track': '171'}]"
Semeru,263300,Indonesia,Yes,No,2006 to 2008,"<p>Philibosian and Simons (2011) conducted a regional deformation study across Java, Indonesia using InSAR. While Semeru has been erupting constantly since 1967, including the study period of Philibosian and Simons (2011),  the lack of deformation observed in InSAR images suggested that Semeru has an open-conduit steady-state system in which magma chamber pressure and volume remains fairly static.</p>
",-8.108,112.922,InSAR,Uncertain,"['Philibosian, B., & Simons, M. (2011). A survey of volcanic deformation on Java using ALOS PALSAR interferometric time series. Geochemistry, Geophysics, Geosystems, 12(11).<br />\r\n']",Indonesia,"[{'id': '003D_09757_111111', 'track': '3'}, {'id': '054A_09773_111212', 'track': '54'}]"
Semisopochnoi,311060,United States,Yes,Yes,2004 - 2010,"<p>Semisopochnoi island, encompassing Mount Cerebus, subsided suring th period 2004 &#8211; 2010. Maximum rates of ~1 cm/yr are observed at Mount Cerebus, with the rest of the island subsiding at lesser rates. Downward motion is thought to include a component of horizontal motion. Deformation is though to reflect thermoelastic contraction of lava flows, mechanical compaction and gravitational sliding.</p>
",51.93,179.58,InSAR,"Surface deposits, Uncertain","['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Semisopochnoi']",Alaska,
Serdán-Oriental,341092,Mexico,Yes,No,2007-2010,"<p>No deformation was observed at the Serdán-Oriental volcanic field in a regional ALOS survey of Mexican volcanoes (<em>Chaussard et al., 2013</em>).</p>
",19.27,-97.47,InSAR,,"['Chaussard, E., F. Amelung, and Y. Aoki (2013), Characterization of open and closed volcanic systems in Indonesia and Mexico using InSAR time series, J. Geophys. Res. Solid Earth, 118, 3957–3969, doi:10.1002/jgrb.50288.']",Mexico and Central America,
Sergief,311150,United States,No,,,,52.05,-174.95,No measurements,,['U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Sergief'],Alaska,
Serua,265070,Indonesia,No,,,,-6.312,130.017,No measurements,,"['Global Volcanism Program, 2013. Serua (265070) in Volcanoes of the World, v. 4.8.3. Venzke, E (ed.). Smithsonian Institution. Downloaded 22 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=265070). https://doi.org/10.5479/si.GVP.VOTW4-2013<br />\r\n<br />\r\n']",Indonesia,
Sete Cidades,382080,Portugal,Yes,Yes,2000 to 2002,"<p>Five GPS campaigns were conducted between 1993 and 2002 at São Miguel island, which hosts three stratovolcanoes: Sete Cidades, Água de Pau (also called Fogo), and Furnas. The 2000 and 2002 campaigns had GPS sites at Sete Cidades. The previous campaigns were mainly focused at Furnas volcano.<br />
Deformation is not confined to the volcanic areas but the island itself due to tectonic WNW–ESE extension. The São Miguel accommodates extension at a rate slower than 5 mm yr<sup>−1</sup>.</p>
",37.87,-25.78,GPS - campaign,Faulting/tectonics,"['Trota, A., Houlié, N., Briole, P., Gaspar, J. L., Sigmundsson, F., & Feigl, K. L. (2006). Deformation studies at Furnas and Sete Cidades Volcanoes (São Miguel Island, Azores). Velocities and further investigations. Geophysical Journal International, 166(2), 952-956.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=382080']",Atlantic Ocean,
Seulawah Agam,261020,Sumatra,Yes,Yes,03/2004-04/2012,"<p>While no geodetic studies have been performed specifically focusing on Seulawah Agam (most of the existing literature focuses on studies concerning its geothermal source), one regional study (Tabei et al, 2015) notes decaying postseismic deformation in the Aceh region following the major earthquake on 26th December 2004 (the Sumatran-Andaman earthquake, also called the SAE) on the Northern Sumatran Fault. This study used GPS measurements to observe the deformation over a seven year period, between 2004 and 2012.<br />
The Tabei study utilised the Aceh GPS Network, consisting of twenty-four sites (seven continuous and seventeen campaign) covering an area of 4000 km<sup>2</sup> within Aceh province (3 N 95 E &#8211; 7 N 97 E). Seulawah Agam is located within the northernmost extreme of the study region.<br />
The observed deformation within the study period was significantly greater in the horizontal component than the vertical; the total horizontal displacement over the seven years was approximately one metre trenchward (southwest). The rate of deformation decayed steadily in a roughly linear trend between 2004 and 2011, which the authors contribute to the postseismic viscoelastic effect.</p>
",5.448,95.658,"GPS - continuous, GPS - campaign",Faulting/tectonics,"['Tabei, T. et al, 2015. Geodetic and geomorphic evaluations of earthquake generation potential of the Northern Sumatran Fault, Indonesia. International Association of Geodesy Symposia, pp 1-8. DOI: 10.1007/1345_2015_200 ']",Indonesia,"[{'id': '041A_08485_100804', 'track': '41'}, {'id': '135D_08556_121208', 'track': '135'}]"
Severny,300700,Russia,No,,,"<p>The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",58.28,160.87,No measurements,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300700']",Kamchatka and Mainland Asia,"[{'id': '060D_03181_131009', 'track': '60'}, {'id': '140A_03184_101313', 'track': '140'}]"
Sharat Kovakab,230010,Syria,No,,,,36.53,40.85,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=230010'],Middle East and Indian Ocean,"[{'id': '043A_05421_131313', 'track': '43'}, {'id': '050D_05443_131313', 'track': '50'}]"
Shasta,323010,United States,Yes,No,"1980 - 1984, 2005 - present","<p><span style=""color: #333333;"">In 1980-1984 the </span><span style=""color: #333333;"">U.S Geological Survey established and remeasured a trilateration network at Shasta, measuring slope distances with EDM. Repeat measurements of this network were probably within measurement error (Chadwick et al. 1985).</span><br />
<span style=""color: #333333;"">Between 2005 &#8211; 2007 9 continuous GPS receivers were installed by UNAVCO and the USGS to make up the continuous monitoring network at Shasta. </span><span style=""color: #333333;"">These instruments show that ground </span><span style=""color: #333333;"">deformation</span><span style=""color: #333333;""> is negligible in the area (CalVO website) (http://earthquake.usgs.gov/monitoring/gps/NCalifornia/).</span></p>
",41.409,-122.193,"GPS - continuous, EDM",,"['Chadwick, W. W., Iwatsubo, E. Y., Swanson, D. A., and Ewert, J. W. (1985) Measurements of Slope Distances and Vertical Angles at Mount Baker and Mount Rainier, Washington, Mount Hood and Crater Lake, Oregon, and Mount Shasta and Lassen Peak, California, 1980-1984, US Department of the Interior, Geological Survey, Open File Report 85-205.', 'USGS California Volcano Observatory (CalVO) website http://volcanoes.usgs.gov/volcanoes/mount_shasta/mount_shasta_monitoring_65.html']",Canada and Western USA,"[{'id': '035A_04908_131313', 'track': '35'}, {'id': '115D_04800_131313', 'track': '115'}, {'id': '137A_04835_131313', 'track': '137'}]"
Sheveluch,300270,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state that they &#8220;do not observe deformation associated with eruptions that occurred during the time period of observation at [&#8230;] Sheveluch, but because of the poor spatial and temporal coverage, only large signals would be detectable (see GSA Data Repository)&#8221;.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",56.653,161.36,InSAR,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300270']",Kamchatka and Mainland Asia,"[{'id': '060D_03364_131312', 'track': '60'}, {'id': '140A_03370_131312', 'track': '140'}]"
Shirinki,290331,Russia,No,,,,50.2,154.98,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=290331'],Kuril Islands,
Shishaldin,311360,United States,Yes,No,2003 - 2010,,54.756,-163.97,InSAR,,"['Lu, Z., and Dzurisin, D., 2014, InSAR imaging of Aleutian volcanoes: Chichester, UK, Springer-Praxis, 390 p.', 'U.S. Geological Survey Alaska Volcano Observatory (AVO) website<br />\nhttp://www.avo.alaska.edu/volcanoes/volcinfo.php?volcname=Shishaldin']",Alaska,
Shisheika,300511,Russia,Yes,No,1992 to 2003,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",57.15,161.08,InSAR,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300511']",Kamchatka and Mainland Asia,"[{'id': '060D_03364_131312', 'track': '60'}, {'id': '140A_03184_101313', 'track': '140'}, {'id': '140A_03370_131312', 'track': '140'}]"
Shishel,300580,Russia,No,,,"<p>Pritchard and Simons present ERS-1 and -2 and RADARSAT data for northern Kamchatka between 1992 and 2003, although most volcanoes are only covered during the last three years. The authors state there is a complete list in the GSA Data Repository Item 2004139.<br />
The Institute of Volcanology and Seismology (IVS FEB RAS) and Kamchatka Volcanic Eruption Response Team (KVERT) are responsible for monitoring volcanoes and providing aviation alerts.</p>
",57.45,160.37,No measurements,,"['Pritchard, M. E., & Simons, M. (2004). Surveying volcanic arcs with satellite radar interferometry: The central Andes, Kamchatka, and beyond. GSA Today, 14(8), 4-11.<br />\nGSA Data Repository Item 2004139. Tables DR1 and DR2 and Figures DR1–DR3, is available on request from Documents Secretary, GSA, P.O. Box 9140, Boulder, CO 80301-9140, USA, editing@geosociety.org, or at www.geosociety.org/pubs/ft2004.htm', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=300580']",Kamchatka and Mainland Asia,"[{'id': '060D_03181_131009', 'track': '60'}, {'id': '140A_03184_101313', 'track': '140'}]"
Sibualbuali,261110,Sumatra,No,,,,1.556,99.255,No measurements,,"['Global Volcanism Program, 2013. Sibualbuali (261110) in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. (http://volcano.si.edu/volcano.cfm?vn=261110). http://dx.doi.org/10.5479/si.GVP.VOTW4-2013']",Indonesia,"[{'id': '143A_08863_081313', 'track': '143'}, {'id': '164D_08941_131113', 'track': '164'}]"
Sierra la Primavera,341820,Mexico,No,,,,20.62,-103.52,No measurements,,['http://volcano.si.edu/volcano.cfm?vn=341820'],Mexico and Central America,
Sierra Negra,353050,Ecuador,Yes,Yes,1992 - 1999 (InSAR Ref1.) 2002 - 2005(Cont GPS) / 1992-2005 (GPS and InSAR) ref 3,"<p>Sierra Negra, exhibited spatially and temporally variable deformation, with a maximum uplift of 2.7 m between 1992 and 1999, which can be modelled by a shallow inflating sill. Sierra Negra experienced particularly dramatic and variable ground deformation. A peak radar line-of-sight (LOS) displacement (range decrease) of 2.2 m between 1992 and 1998 (corresponding to 2.4 m of uplift; see <a href=""https://www.nature.com/articles/35039604#f1"">Fig. 1</a>) and 0.3 m during the September 1998 to March 1999 period. The corresponding displacement rates vary from 0.32 m yr<sup>-1</sup> during 1992–97, to 0.90 m yr<sup>-1</sup> during 1997–98, and 0.65 m yr<sup>-1</sup> during 1998–99. Ref 1.<br />
The results of geodetic monitoring since 2002 at Sierra Negra volcano in the Galápagos Islands show that the filling and pressurization of an ∼2-km-deep sill eventually led to an eruption that began on 22 October 2005. Continuous global positioning system (CGPS) monitoring measured &gt;2 m of accelerating inflation leading up to the eruption and contributed to nearly 5 m of total uplift since 1992, the largest precursory inflation ever recorded at a basaltic caldera. Ref 2.<br />
Both InSAR and GPS data document a remarkable story of ~ 5 m pre-eruption uplift during 1992–2005, which was accompanied by at least three trapdoor faulting events on an intra-caldera fault system, in January 1998, April 2005, and just before the eruption in October 2005. The pattern of uplift observed in the InSAR data from different time periods during 1992–2005 is consistent with filling and pressurization of a 2.2 km deep sill under the caldera. Ref 3</p>
",-0.83,-91.17,"InSAR, GPS - continuous",Faulting/tectonics,"['Amelung, F., S. Jónsson, H. Zebker, and P. Segall (2000), Widespread uplift and “trapdoor” faulting on Galápagos volcanoes observed with radar interferometry, Nature, 407, 993–996, doi:10.1038/35039604.', 'Chadwick, W. W., Geist, D. J., Jónsson, S., Poland, M., Johnson, D. J., & Meertens, C. M. (2006). A volcano bursting at the seams: inflation, faulting, and eruption at Sierra Negra Volcano, Galápagos. Geology, 34(12), 1025-1028.', 'Jónsson, S. (2009). Stress interaction between magma accumulation and trapdoor faulting on Sierra Negra volcano, Galápagos. Tectonophysics, 471(1), 36-44.']",South America,"[{'id': '128D_09014_090400', 'track': '128'}]"
Sierra Nevada,357808,Chile,Yes,No,2006-2008,"<p>No deformation was detected at Sierra Nevada during a regional ALOS InSAR survey of Southern Andean Volcanoes (Fournier et al., 2010).</p>
",-38.58,-71.58,InSAR,,"['Fournier, T. J., M. E. Pritchard, and S. N. Riddick (2010), Duration, magnitude, and frequency of subaerial volcano deformation events: New results from Latin America using InSAR and a global synthesis, Geochem. Geophys. Geosyst., 11, Q01003, doi:10.1029/2009GC002558.<br />\n']",South America,
Sierra Nevada,355123,Argentina/Chile,Yes,No,1992-2011,"<p>No deformation was detected at the Sierra Nevada Volcanic Complex during a regional InSAR survey of Central Andean Volcanoes (Henderson &amp; Pritchard, 2013).</p>
",-26.48,-68.58,InSAR,,"['Henderson S. T., and M. E. Pritchard (2013), Decadal volcanic deformation in the Central Andes Volcanic Zone revealed by InSAR time series, Geochem. Geophys. Geosyst., 14, 1358–1374, doi:10.1002/ggge.20074.<br />\n']",South America,
Sikhote-Alin,302010,Russia,No,,,,47,137.5,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=302010'],Kamchatka and Mainland Asia,
Silali,222052,Kenya,Yes,Yes,January 2007 - January 2010,"<p>Subsidence has been observed at Silali between 2007 &#8211; 2010. A radially symmetric signal centred on the calderas western edge (-1.6 +/- 0.4 cm/yr los displacement) was observed using ALOS data. This deformation is believed to have occurred at a linear rate of -1.5 +/- 0.8 cm/yr, and can  be modelled as a point geometry at a depth of 3.9 km (Robertson, 2015).<br />
To the NW of Silali ~ 2 cm of subsidence associated with an active hydrothermal system (Kepedo Hot Springs) is observed.</p>
",1.15,36.23,InSAR,"Hydrothermal, Magmatic","['Robertson, E. 2015. Magma storage and transport at Kenyan Rift volcanoes: a remote sensing perspective. Chapter 2. Ph.D Thesis, University of Bristol, UK.', 'Smithsonian Institution Global Volcanism Program<br />\nhttp://volcano.si.edu/volcano.cfm?vn=222052']",Africa and Red Sea,"[{'id': '152D_08915_131313', 'track': '152'}]"
Silay,272040,Philippines,No,,,,10.77,123.23,No measurements,,"['Global Volcanism Program, 2013. [Silay (272040)] in Volcanoes of the World, v. 4.5.0. Venzke, E (ed.). Smithsonian Institution. Downloaded 06 Jul 2016 ([http://volcano.si.edu/volcano.cfm?vn=272040]).']",Philippines and SE Asia,"[{'id': '069A_07955_090909', 'track': '69'}, {'id': '134D_07888_131108', 'track': '134'}]"
Silver Lake,323050,United States,No,,,,40.731,-121.841,No measurements,,['U.S. Geological Survey California Volcano Observatory (CalVO) https://volcanoes.usgs.gov/volcanoes/silver_lake/'],Canada and Western USA,
Silverthrone,320160,Canada,No,,,,51.43,-126.3,No measurements,,"['Hickson C J, Edwards B R, 2001. Volcanoes and Volcanic Hazards in Canada. In; Brooks G R (ed) {A Synthesis of Geological Hazards in Canada}, Geol Surv Can Bull, 548: 1-248']",Canada and Western USA,"[{'id': '035A_03915_131313', 'track': '35'}, {'id': '159D_03893_131313', 'track': '159'}]"
Sinabung,261080,Sumatra,Yes,Yes,06/2006-06/2009; 02/2007-01/2011; 03/2011-10/2013,"<p>The ongoing eruptions of Mount Sinabung, the first of which occurred in August 2010 and the most recent of which began in September 2013, precipitated several analyses of observational data preceding and immediately following the initial event. Many of these studies utilise ALOS InSAR data, such as the 2012 paper by Chaussard &amp; Amelung, which involved an InSAR survey conducted over the West Sunda Arc, covering 400,000km<sup>2</sup> between mid-2006 and mid-2009. This study noted an unsteady inflation of 3-8cm/yr during this period, with the peak uplift (8cm) occurring between 2007-2008. The source was determined to be a shallow magma reservoir, at a depth of approximately 0.9km below sea level. The same study noted similar patterns of inflation at two other Sumatran volcanoes, Kerinci and Slamet, both of which also erupted within 0.3-2 years of the end of the study period, prompting the authors to conclude that inflation may be a common precursor to eruptive activity in this region.<br />
A second InSAR-based study, conducted by Lee et al and using ALOS data from February 2007 &#8211; January 2011, also recognised a period of inflation preceding the 2010 eruption, though this study estimated a much lower rate of inflation at ~1.7cm/yr, which increased greatly in the sixth months prior to the eruption to an estimated 6.6cm/yr. Lee et al noted that the inflation was largely confined to the summit of the volcano, but agreed with Chaussard &amp; Amelung in that the rate of inflation fluctuated significantly over the course of the study.<br />
Between the conclusion of the eruption, which ended in September 2010, and January 2011, Lee et al observed a steady period of deflation at the volcano summit, totalling around 3cm. The average volumetric change during the entire period was approximated to have ranged from -2.7×10-5 to 1.9×10-6 km3/yr. The study concurs with Chaussard &amp; Amelung that the magmatic source of the deformation was likely to have been shallow, at a depth of between 0.3-1.3km.<br />
Continuous GPS data has also been employed at the volcano; a study by Kriswati et al used data collected between March 2011 and October 2013 to identify a period of horizontal displacement at Sinabung between June and October 2013, on the order of 8-11.3mm. This study identified continued inflation at the volcano following the first explosions of the September 2013 eruption, and observes that displacement increases significantly after June of that year. The authors link this to a Mw6.1 earthquake which occurred in the region on 2nd July 2013, suggesting that this event may have affected the magma reservoir, triggering the increased deformation and possibly the eruption itself.</p>
",3.17,98.392,"InSAR, GPS - continuous",Magmatic,"['Chaussard, E. and Amelung, F. 2012. Precursory inflation of shallow magma reservoirs at west Sunda volcanoes detected by InSAR. Geophysical Research Letters, 39 (12) DOI: 10.1029/2012GL053817', 'Lee, C-W. et al. 2015. Volcanic activity analysis of Mt. Sinabung in Indonesia using InSAR and GIS techniques. IEEE International Geoscience and Remote Sensing Symposium, 4793-4796', 'Kriswati, E., Kuncoro, H. and Meilano, I. 2015. Low Rate of Sinabung Deformation Inferred by GPS Measurement. AIP Conference Proceedings, 1658 DOI: 10.1063/1.4915046<br />\n']",Indonesia,"[{'id': '062D_08629_071113', 'track': '62'}, {'id': '143A_08674_131308', 'track': '143'}]"
Sinarka,290290,Russia,No,,,,48.875,154.175,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://www.volcano.si.edu/volcano.cfm?vn=290290'],Kuril Islands,
Singkut,261070,Sumatra,Yes,Yes,02/2007-01/2011; 01/2007-08/2010,"<p>Two separate studies (Chaussard et al, 2013; Gonzalez et al, 2015) have utilised ALOS (Advanced Land Observation Satellite) data to perform InSAR studies on the regions surrounding the Singkut caldera. While neither study was centred on Singkut, focusing instead on the nearby Sinabung and Toba edifices, both noted a small amount of deformation at Sibayak, a stratovolcanic cone of Singkut.<br />
Chaussard et al performed their study using data acquired between February 2007 and January 2011, and noted that the observed deformation at Sibayak was &#8216;not significant&#8217;, totalling less than 2cm in small cycles of uplift and subsidence over the four years. This deformation was deemed negligible enough that the measurements were used as a baseline against which more significant deformation at Mt Sinabung might be measured.<br />
The findings of the 2015 Gonzalez et al study (January 2007 &#8211; August 2010) corroborated these measurements, but also noted a poorly defined area of subsidence centred around Mt Sibayak, which the authors suggested could be caused by active degassing processes. The average subsidence at the caldera was estimated at approximately 10 mm/yr, at a relatively constant rate.<br />
Both studies utilised data from ALOS track 495, covering a rectangular area between 2.6 N 98.2 E and 3.8 N 99.0 E.</p>
",3.248,98.501,InSAR,"Uncertain, Degassing processes (suggested)","['Chaussard, E., Amelung, F. & Aoki, Y. 2013. Characterisation of open and closed volcanic systems in Indonesia and Mexico using InSAR time series. Journal of Geophysical Research: Solid Earth, 118 (8), 3957-3969. DOI: 10.1002/jgrb.50288', 'Gonzalez, P.J., Singh, K.D. & Tiampo, K.F. 2015. Shallow hydrothermal pressurisation before the 2010 eruption of Mount Sinabung Volcano in Indonesia, observed by use of ALOS satellite radar interferometry. Pure Applied Geophysics, 172, 3229-3245. DOI 10.1007/s00024-014-0915-7']",Indonesia,"[{'id': '062D_08629_071113', 'track': '62'}, {'id': '143A_08674_131308', 'track': '143'}]"
Singu Plateau,275100,Burma (Myanmar),No,,,,22.7,95.98,No measurements,Faulting/tectonics,"['Sun, Y., Wu, Z., Ye, P., Zhang, H., Li, H. and Tong, Y., 2016. Dynamics of the Tengchong volcanic region in the southeastern Tibetan plateau: A numerical study. Tectonophysics.<br />\nhttp://dx.doi.org/10.1016/j.tecto.2016.05.028']",Philippines and SE Asia,
Siple,390025,Antarctica,No,,,,-73.43,-126.67,No measurements,,['Smithsonian Institution Global Volcanism Program<br />\nhttp://volcano.si.edu/volcano.cfm?vn=390025'],Antarctica,
Sirung,264270,Indonesia,No,,,,-8.508,124.13,No measurements,,"['Global Volcanism Program, 2013. Sirung (264270) in Volcanoes of the World, v. 4.8.3. Venzke, E (ed.). Smithsonian Institution. Downloaded 22 Sep 2019 (https://volcano.si.edu/volcano.cfm?vn=264270). https://doi.org/10.5479/si.GVP.VOTW4-2013<br />\r\n<br />\r\n']",Indonesia,"[{'id': '039A_09829_040002', 'track': '39'}, {'id': '039A_09948_061108', 'track': '39'}, {'id': '090D_09897_131008', 'track': '90'}]"
